Transaction_ID,Date,Customer_Name,Account_Number,Account_Type,Transaction_Type,Amount,Currency,Balance_After,Channel,Status,Category,Merchant_Name,Bank_Name,Phone_Number,Transaction_Ref,City,Remarks
TXN12042,08-26-2024,Rahul Sharma,XXXX1923,current,N/A,223091,INR ,134178.61,UPI,Pending,Food,FLIPKART,Yes Bank,,REF44576616,BANGALORE,
TXN14177,2024/01/07,Amit Kumar,XXXX6841,savings,dr,116396.67,INR ,354709.25,Branch,success,Entertainment,NETFLIX,Kotak,N/A,REF14796851,null,
TXN11432,13 Dec 2024,Arjun Bose,XXXX2858,Fixed Deposit,C,"79,125.00",inr,477452.86,branch,pending,SALARY,PayTM,AXIS,+917369323800,REF64758466,CHENNAI,
TXN17112,08-09-2024,RAJESH PATEL,AC6209288240307338,Current,DR,Rs.202435.0,INR,264516.1,UPI,Success,Entertainment,,AXIS,0684877863,REF18849212,Pune,Bill payment
TXN16551,22 Apr 2024,Deepak Nair,AC7560153513554476,FD,CREDIT,₹191067.02,inr,317236.82,IMPS,failed,SHOPPING,NETFLIX,BOB,6097350699,REF32213644,Nagpur,ATM cash
txn10400,16/02/23,Vikram Mehta,XXXX1649,Fixed Deposit,C,₹32009.0,Inr,223697.06,Mobile,success,ATM Withdrawal,amazon,SBI,,REF53991566,Lucknow,Loan EMI
TXN10048,23/02/2024,Amit Kumar,AC4711382675,savings,D,₹122362.29,INR ,222903.23,Pos,REVERSED,Entertainment,UBER,HDFC,71390-05329,REF39335290,Bangalore,Refund
TXN13860,23 Apr 2023,Deepak Nair,****2909,SALARY,CR, 248623.0 ,Rs,63590.57,MOBILE,Pending,MEDICAL,N/A,PNB,67614-61177,REF69391109,Nagpur,Refund
TXN12944,07 Jun 2024,Arjun Bose,AC8608075393,current,CR,238751.0,Rs.,20872.17,IMPS,failed,Insurance,PAYTM,PNB,03805363471,REF78047805,Kolkata,Bill payment
TXN14984,03-23-2023,Deepak Nair,7268 7720 78324835,SAVINGS,C,"30,451.00",Inr,46149.77,Mobile,PENDING,Salary,Myntra,Canara,+917730603617,REF86047732,PUNE,Test txn
TXN17549,08-14-2024,Deepak Nair,****9318,FD,DEBIT,"201,042.00",INR,469774.66,POS,pending,Food,PhonePe,HDFC,06746210803,REF45878155,Pune,Refund
TXN13501,23/07/2023,RAHUL SHARMA,AC751728632494,Fixed Deposit,debit,189439.0,Rs.,350033.27,BRANCH,SUCCESS,Utilities,DMart,ICICI,+917018913887,REF17283606,Jaipur,Refund
TXN10821,27 Jul 2024,Vikram Mehta,00178822473126,Fixed Deposit,,14776.0,INR ,305598.79,online,REVERSED,TRANSFER,,BOB,7092300716,REF07418948,Kolkata,Test txn
TXN15145,02-15-2023,RAHUL SHARMA,****2141,CURRENT,DEBIT,₹49547.49,INR,430671.55,ATM,failed,emi,Uber,PNB,N/A,REF29907561,Jaipur,Salary credit
TXN14820,15/05/2023,Kavita Verma,****9668,NA,Credit,39549.0/-,INR ,378672.74,pos,failed,null,SELF,BOB,+91-5821430866,REF17427979,PUNE,Duplicate entry
TXN13619,29-08-2023,Anjali Rao,****0994,SALARY,DEBIT,28561.0, INR,414465.28,pos,SUCCESS,null,PAYTM,SBI,+91-8912717732,REF78105289,Jaipur,
TXN13166,16/09/2024,Sanya Malhotra,47633779938047,Savings,CR,Rs.2781.0,inr,297805.48,pos,REVERSED,,,HDFC,,REF22211388,Delhi,Loan EMI
TXN16832,10/01/2023,Deepak Nair,3807670167,SALARY,cr,77379,Rs.,423930.81,BRANCH,Success,Medical,NA,Union Bank,+91-7346555434,REF15794389,Jaipur,UPI payment
TXN15907,"April 04, 2023",Ravi Chauhan,****3300,SAVINGS,Debit,"34,957.00",Rs.,NULL,NEFT,success,TRANSFER,UBER,Union Bank,1076915493,REF74896840,BANGALORE,N/A
TXN17364,2023/10/19,Priya Singh,7872 7994 356622,NULL,D,"227,570.88",Inr,490102.87,Pos,-,utilities,NA,AXIS,9253186012,REF49860812,Kolkata,Refund
TXN14747,06-12-2024,Neha Gupta,6663 7243 805803,current,CREDIT,"127,896.00",rs,105731.58,null,SUCCESS,Others,,BOB,N/A,REF10884383,Delhi,
TXN11940,10-05-2023,Anjali Rao,****9158,current,Credit,₹162682.0,Rs.,358644.14,ATM,Success,Entertainment,,BOB,4357845907,REF28211126,Bangalore,Test txn
TXN10952,27/05/24,Arjun Bose,8849680664,SAVINGS,CREDIT,₹40291.0,Rs.,363377.48,ATM,Pending,MEDICAL,Myntra,AXIS,18600-32031,REF99901140,Hyderabad,Salary credit
TXN16728,14/01/2024,Sanya Malhotra,****1970,Savings,CREDIT,"20,789.00",Rs.,453950.99,Branch,SUCCESS,ATM Withdrawal,amazon,Kotak,72748-57675,REF28560262,Bhubaneswar,
TXN17404,24/07/23,Sunita Devi,XXXX3246,CURRENT,DEBIT,INR 67060.13,Rs,279394.24,NEFT,PENDING,Grocery,PAYTM,Union Bank,N/A,REF39213429,MUMBAI,Salary credit
TXN14722,03-10-2023,Suresh Reddy,****1051,Current,CREDIT,179388,inr,319967.78,IMPS,failed,SALARY,,Yes Bank,1331725339,REF90223334,null,
TXN11582,13 Sep 2024,Meena Iyer,****7433,SAVINGS,Credit,₹11294.0,INR,314874.08,online,failed,OTHERS,Netflix,Union Bank,2239567217,REF89898787,Cuttack,UPI payment
TXN12794,07 Sep 2024,RAJESH PATEL,****5801,current,cr,"216,339.00",,56714.11,Branch,pending,Utilities,amazon,Kotak,5550518176,REF42662443,Cuttack,
TXN10049,01 Sep 2023,N/A,2681177589,Current,CREDIT,227192.0/-,INR,240011.97,online,PENDING,Food,Flipkart,PNB,9856984789,REF83673657,DELHI,UPI payment
TXN13751,13/01/2023,Meena Iyer,****5137,Fixed Deposit,Credit,199110.0,Rs,383019.59,MOBILE,Failed,Medical,Myntra,AXIS,2153282332,REF86162645,MUMBAI,
TXN10103,20-08-2024,rahul sharma,AC0728679087406403,Salary,DEBIT,15111.0/-, INR,68579.0,IMPS,Pending,Utilities,SELF,Kotak,05128682300,REF86863375,Hyderabad,
TXN11123,"September 07, 2023",rahul sharma,AC65986693278417,SALARY,cr,INR 246359.0,inr,null,Pos,Pending,TRANSFER,SWIGGY,BOB,+91-2724553375,REF69764878,Jaipur,ATM cash
TXN10216,04 Jan 2024,Pooja Joshi,AC50615939982455,SALARY,DR,INR 115965.0,INR ,306542.76,ONLINE,failed,Rent,N/A,Canara,+91-7598762202,REF13261117,Mumbai,Refund
TXN10923,2023/07/10,Anjali Rao,1643 6902 83,NULL,dr,NULL,Rs.,42021.19,MOBILE,Completed,,PhonePe,Union Bank,,REF88027304,Jaipur,Bill payment
TXN11484,14 Feb 2024,Sanya Malhotra,XXXX1572,savings,Debit,50810, INR,1343.14,POS,SUCCESS,FOOD,Reliance Fresh,N/A,,REF99342322,,Bill payment
TXN10850,2023/07/10,Suresh Reddy,1609 4391 3681,Savings,debit, 86499.0 ,INR,94057.03,upi,failed,RENT,Uber,AXIS,N/A,REF45735323,Delhi,
TXN14222,10-17-2024,RAJESH PATEL,2140991492,SALARY,C,₹22856.0,Rs,394796.45,IMPS,Success,Others,PayTM,AXIS,,REF34953810,Chennai,
TXN15542,16 Aug 2023,rahul sharma,AC57630657032619,Salary,dr, 209450.61 ,rs,493245.89,Branch,Success,Transfer,PhonePe,HDFC,4894405353,REF48556739,Lucknow,Test txn
TXN14738,15/05/2023,Amit Kumar,7895 6518 51,Current,D,₹81856.0,INR,461340.75,upi,Success,EMI,PayTM,ICICI,,REF22786922,Chennai,
txn14871,07-02-2024,Meena Iyer,6810324717356586,Fixed Deposit,debit,28574.21,Rs,479640.14,Mobile,failed,MEDICAL,AMAZON,Yes Bank,03718335280,REF69174970,BANGALORE,Salary credit
TXN12353,"May 26, 2024",RAHUL SHARMA,****2300,Savings,Debit,,Rs,454017.85,Mobile,Success,Entertainment,UBER,SBI,50590-85576,REF93793919,CHENNAI,Bill payment
TXN12999,2023/04/21,Amit Kumar,AC076795757186,SALARY,CREDIT,"109,084.38",Inr,322030.66,Branch,REVERSED,Entertainment,NA,Kotak,+917831357190,REF66176588,Surat,Online purchase
TXN12703,08-15-2024,Anjali Rao,AC12791325332588,Savings,DEBIT,INR 121581.0,inr,420230.77,pos,FAILED,Insurance,BigBazaar,PNB,01016810713,REF97309514,NULL,Salary credit
TXN11504,12-14-2024,Kavita Verma,0263 2767 65964587,CURRENT,D,110683,rs,222232.86,pos,Completed,N/A,SWIGGY,ICICI,0848965394,NULL,Lucknow,
TXN15384,12-09-2023,Meena Iyer,2106543624734504,Current,debit,"34,717.00",inr,215980.17,Pos,Success,Insurance,NETFLIX,BOB,+91-5877104497,REF92255532,Lucknow,
TXN14317,11-10-2023,Ravi Chauhan,71368643681281,SAVINGS,Credit,186983,Inr,369931.75,Branch,FAILED,ATM Withdrawal,PhonePe,PNB,,REF73095597,DELHI,Test txn
TXN16177,01/07/2024,Rajesh Patel,8363 3479 59,savings,D, 103011.0 ,rs,208705.66,UPI,PENDING,EMI,Reliance Fresh,Kotak,+917295525487,-,Kolkata,Salary credit
TXN15537,28/11/2023,Kavita Verma,6163 5932 2777,Salary,DR,INR 16895.18,inr,488805.61,IMPS,Completed,ATM Withdrawal,PhonePe,SBI,06335-57850,REF94499126,MUMBAI,ATM cash
TXN16557,2023/11/20,Vikram Mehta,****9710,Savings,DR,Rs.5159.0,Inr,417036.87,ATM,N/A,Rent,Self,Union Bank,,REF91937256,Lucknow,Online purchase
TXN15208,2024/03/31,RAHUL SHARMA,AC5062985923297502,-,CR, 102235.0 ,rs,475703.73,branch,Success,Transfer,AMAZON,BOB,1947428810,REF63939920,Cuttack,Loan EMI
TXN16310,24-02-2023,Meena Iyer,XXXX3858,SAVINGS,credit,INR 143414.8,Rs,276643.26,NEFT,success,TRANSFER,,ICICI,N/A,NULL,Kolkata,Bill payment
TXN14910,17/07/2023,Rahul Sharma,AC435424955926,Salary,DR,Rs.55762.0,inr,303912.07,ONLINE,Pending,INSURANCE,Netflix,SBI,N/A,REF48679183,Ahmedabad,Test txn
TXN12239,01-27-2024,Sunita Devi,884651903483,CURRENT,CREDIT,₹198672.33,Rs.,21469.12,Mobile,FAILED,FOOD,SELF,AXIS,3071821821,REF63923186,Surat,Self transfer
TXN10264,"August 28, 2024",Amit Kumar,2437 2805 129276,SALARY,credit,183604.0,inr,232543.45,upi,pending,ATM Withdrawal,DMART,Kotak,00476580185,REF94544149,Chennai,Duplicate entry
TXN10194,2023/07/18,Meena Iyer,****3364,current,CR,Rs.193703.0,inr,429498.11,branch,REVERSED,Food,Myntra,Yes Bank,93084-88725,REF42788165,Chennai,Duplicate entry
TXN13449,27-03-2023,AMIT KUMAR,AC551458850182,Savings,CREDIT,"14,062.07",,NA,Mobile,FAILED,INSURANCE,BigBazaar,Yes Bank,N/A,REF50588202,Ahmedabad,Duplicate entry
TXN13547,24/04/23,Deepak Nair,33441102201392,FD,credit,-,Inr,465746.57,Branch,Failed,GROCERY,BigBazaar,AXIS,05212400622,REF48600649,Surat,ATM cash
TXN15576,16/05/2023,Priya Singh,83394619128989,FD,DR,,rs,284937.87,Online,pending,Rent,SWIGGY,PNB,+91-2901981466,REF81975993,DELHI,Refund
TXN16416,2024/10/13,Rajesh Patel,XXXX6376,Savings,DEBIT,"165,852.00",inr,,Pos,success,Transfer,N/A,Yes Bank,4624999523,REF36714675,Surat,Refund
TXN16018,19/04/23,Amit Kumar,XXXX3445,current,DEBIT, 102042.0 ,inr,176196.76,UPI,success,Insurance,-,PNB,N/A,REF80772504,Kanpur,Salary credit
TXN17702,2024/06/08,Arjun Bose,0588554617,Savings,Credit,194077.0,rs,NULL,BRANCH,Reversed,Insurance,Netflix,HDFC,+91-0303706327,REF07392685,MUMBAI,
TXN10812,08 Oct 2024,Pooja Joshi,XXXX3845,SAVINGS,CREDIT,"69,127.00", INR,294762.1,NULL,Completed,Grocery,NA,N/A,05967150066,REF64110654,Delhi,Online purchase
TXN17824,01-14-2023,AMIT KUMAR,****5080,current,credit,Rs.64204.14,INR ,84842.68,Mobile,SUCCESS,null,Self,Yes Bank,6200104647,REF59983773,Kolkata,Duplicate entry
TXN14666,06-19-2024,rahul sharma,XXXX6025,CURRENT,-,₹188753.0,INR,382970.85,Pos,FAILED,Transfer,SELF,Canara,3578261832,REF11686698,Mumbai,Duplicate entry
TXN13219,2023/07/09,Suresh Reddy,589199597465,CURRENT,Credit, 228083.0 ,rs,280738.67,MOBILE,Reversed,MEDICAL,N/A,Union Bank,3528828082,REF43025200,Kanpur,Refund
txn14005,29/08/23,Priya Singh,XXXX1903,SALARY,DEBIT, 247092.0 ,Inr,266644.5,ONLINE,Completed,GROCERY,BigBazaar,AXIS,55831-06212,REF91694049,Chennai,UPI payment
TXN13975,2024/04/29,Anjali Rao,666641557099,SALARY,dr,86718.0/-,rs,276682.37,ATM,Success,Medical,NA,Yes Bank,04532217841,REF61759631,Jaipur,Online purchase
TXN17138,29-12-2023,Rajesh Patel,AC6493999697882143,Savings,dr,₹1088.0,Inr,30118.47,upi,REVERSED,OTHERS,Flipkart,ICICI,N/A,REF83903346,Chennai,Bill payment
txn13423,22 Apr 2023,Pooja Joshi,XXXX0953,CURRENT,C,247611.0,Rs.,122376.33,ATM,FAILED,Food,FLIPKART,null,06448567868,REF85512701,Hyderabad,Loan EMI
TXN16296,21/10/2023,Arjun Bose,****1040,Salary,CREDIT,"194,819.33",inr,309381.53,IMPS,Completed,ATM Withdrawal,SWIGGY,ICICI,N/A,REF76674077,Delhi,Salary credit
TXN10706,05 Nov 2024,Neha Gupta,AC1913443899,SALARY,CREDIT,NULL,Rs,153862.69,MOBILE,FAILED,Entertainment,PhonePe,BOB,07933505573,REF36801192,MUMBAI,Loan EMI
txn10962,27-10-2023,Anjali Rao,7720 5171 07308715,SALARY,D,"120,315.00",INR ,NULL,UPI,SUCCESS,Insurance,N/A,ICICI,N/A,NA,Ahmedabad,Bill payment
TXN12489,"July 05, 2024",Kavita Verma,XXXX5068,Current,debit,₹56033.0,Rs.,463370.94,IMPS,pending,Rent,DMart,Kotak,,REF30587892,Surat,
TXN14574,08-17-2024,Suresh Reddy,XXXX6994,SAVINGS,C, 191714.81 ,Rs.,327425.95,pos,Completed,Food,NETFLIX,SBI,5702245852,REF30597618,MUMBAI,Test txn
TXN11050,2024/03/22,Sunita Devi,****9811,Fixed Deposit,debit,INR 1071.0, INR,493867.41,Branch,Reversed,Others,DMART,ICICI,78718-88223,NA,Delhi,Online purchase
TXN10601,2023/08/22,Deepak Nair,9394 6943 4606,Current,CR,2656.91,Inr,345060.19,online,PENDING,INSURANCE,,Canara,+914494116318,null,BANGALORE,
TXN13516,"May 19, 2024",RAJESH PATEL,AC1115663110,current,C,Rs.220304.0,N/A,246061.06,NEFT,FAILED,Rent,BigBazaar,BOB,N/A,REF75093106,DELHI,Online purchase
TXN10975,"March 04, 2024",Meena Iyer,AC0208019290221543,CURRENT,CREDIT,43380,rs,4273.71,Pos,success,Entertainment,Uber,SBI,+91-3545036988,REF39333243,BANGALORE,-
TXN17261,08/01/23,Kavita Verma,9914 0933 91,-,Credit,INR 121101.73,Rs,335513.81,pos,Failed,Grocery,DMart,BOB,+918251773987,REF63665574,Cuttack,Test txn
TXN11219,17-01-2024,Anjali Rao,XXXX5352,savings,DR,157843.0,INR,285739.32,Online,FAILED,ATM Withdrawal,Ola,Yes Bank,+91-9899651181,REF83746614,Cuttack,Self transfer
TXN12930,"June 21, 2024",-,7818 3380 703315,NULL,debit,208744,rs,193351.27,NEFT,FAILED,INSURANCE,Uber,Yes Bank,0308975863,REF40441616,DELHI,
TXN10748,31/08/2024,Pooja Joshi,XXXX0509,Fixed Deposit,C,INR 172867.0,INR ,305255.26,ONLINE,FAILED,Entertainment,DMart,SBI,N/A,NA,Bhubaneswar,Refund
TXN11752,10-04-2023,Kavita Verma,XXXX2598,savings,Debit,205905,Rs,431127.78,Mobile,Completed,OTHERS,Ola,BOB,16657-81304,REF50438964,Ahmedabad,
TXN10417,30-05-2023,Rahul Sharma,0668433567,Savings,Debit,"235,752.54",INR,1267.43,pos,PENDING,MEDICAL,FLIPKART,Union Bank,+91-4110825559,REF34396112,Nagpur,Duplicate entry
TXN14980,2023/04/14,Anjali Rao,918732514546,Savings,DR,"225,859.00",Inr,36778.28,POS,PENDING,Grocery,NETFLIX,PNB,+91-2135497599,REF38496125,Nagpur,N/A
TXN13268,31-12-2023,Meena Iyer,XXXX8006,FD,CR, 194645.0 ,NA,310473.51,UPI,SUCCESS,Utilities,BigBazaar,Yes Bank,N/A,REF35700935,Delhi,
TXN15171,04-19-2024,AMIT KUMAR,XXXX5225,SAVINGS,C,INR 102624.0,,494507.54,Mobile,Success,emi,NETFLIX,ICICI,9278632118,REF33939834,Hyderabad,Refund
TXN11446,"December 11, 2023",AMIT KUMAR,XXXX3251,Fixed Deposit,dr,188750.17/-,INR,333256.27,ATM,Pending,OTHERS,PayTM,Yes Bank,+915716468210,REF70907037,MUMBAI,Refund
TXN10916,07-07-2024,Sanya Malhotra,1705 9844 51436728,SAVINGS,C, 7470.0 ,inr,289483.0,upi,SUCCESS,Rent,BigBazaar,Yes Bank,09217790552,REF69335158,Mumbai,Salary credit
TXN14352,"May 11, 2024",Suresh Reddy,XXXX7828,FD,C,34803.0/-,NULL,80268.93,ONLINE,FAILED,MEDICAL,PhonePe,Union Bank,+91-0397223421,REF43800729,Jaipur,Salary credit
TXN11572,07-09-2023,Pooja Joshi,893632786807,Current,CR,"57,785.00",inr,341164.38,ONLINE,failed,Others,Reliance Fresh,Union Bank,07750-88494,REF96357686,Jaipur,Self transfer
TXN11165,08-01-2024,Rajesh Patel,5451 4609 193511,CURRENT,Credit,171081.57, INR,94052.01,IMPS,Failed,Utilities,Flipkart,BOB,5626412608,REF87620990,Chennai,Loan EMI
TXN14864,27/01/2024,Sunita Devi,****5956,Savings,cr,35498,Rs,410618.91,NEFT,Completed,FOOD,amazon,Yes Bank,+914669508418,REF60643809,Bangalore,ATM cash
TXN10510,01/11/2024,Arjun Bose,286342556383,Savings,dr,99514.46,NA,386433.41,MOBILE,Pending,Transfer,Zomato,HDFC,+91-6008921963,REF56804473,Kanpur,ATM cash
TXN11521,2024/06/12,Suresh Reddy,9739 8245 53815182,Current,credit,68658,inr,93148.29,UPI,pending,ATM Withdrawal,NETFLIX,Yes Bank,0819695448,REF50488491,Pune,Refund
TXN10019,08-12-2024,Deepak Nair,2016 3287 0831,SALARY,dr, 237512.4 ,Inr,372084.07,MOBILE,REVERSED,Insurance,SWIGGY,HDFC,+913455812236,REF16658760,Jaipur,Duplicate entry
TXN13352,11-12-2023,Deepak Nair,AC4818731785297642,Salary,DEBIT,100731.22, INR,75178.6,POS,Reversed,Entertainment,PhonePe,Canara,02811117040,REF87374805,Bhubaneswar,NULL
TXN10463,"January 06, 2023",RAHUL SHARMA,XXXX9642,SAVINGS,credit,221955.21/-,rs,330973.22,pos,PENDING,EMI,N/A,Kotak,+913311703037,REF71539885,Kolkata,Test txn
TXN17629,11/08/2023,Anjali Rao,AC4591511501,Savings,cr,83816, INR,44987.21,upi,Reversed,INSURANCE,,Union Bank,01141891895,REF28333672,Mumbai,Self transfer
TXN15867,06/06/2024,Kavita Verma,XXXX3743,SALARY,DEBIT,INR 124417.0,Rs,NA,BRANCH,FAILED,emi,NA,Canara,05019227004,REF70474376,Bangalore,Duplicate entry
TXN14550,06-24-2023,Neha Gupta,****0044,Fixed Deposit,CR,141120.0,rs,null,pos,Completed,Entertainment,FLIPKART,AXIS,79206-38076,REF72900643,Lucknow,ATM cash
TXN11673,28 Sep 2024,Arjun Bose,****5183,FD,D,INR 12226.73,rs,13829.83,Branch,FAILED,SALARY,PayTM,Canara,4301460669,REF69637491,Bangalore,Self transfer
TXN15844,"January 06, 2024",Deepak Nair,XXXX8383,SALARY,DR,INR 139996.0, INR,341793.65,upi,PENDING,Shopping,BigBazaar,BOB,,REF04051770,Mumbai,
TXN12922,04/05/23,Arjun Bose,62311665563630,CURRENT,debit,Rs.145261.0,NA,447897.98,pos,Reversed,Food,UBER,Union Bank,+91-5928396257,REF16165665,Ahmedabad,Loan EMI
txn11474,19/12/2024,Sanya Malhotra,AC933213495220,CURRENT,CREDIT,Rs.206719.59,Inr,261553.0,Branch,FAILED,Utilities,AMAZON,ICICI,2030695165,REF21186018,DELHI,Bill payment
TXN10806,10/09/23,RAHUL SHARMA,XXXX4935,NA,D,128699.82/-,Rs.,34413.47,BRANCH,FAILED,RENT,Ola,Kotak,,REF53912878,CHENNAI,
TXN13971,02-23-2024,Anjali Rao,AC6168296898192810,SAVINGS,DR,38508,INR ,NULL,IMPS,PENDING,EMI,,AXIS,01776260183,N/A,Mumbai,UPI payment
TXN15371,03/09/2023,Rajesh Patel,****2427,CURRENT,dr,INR 37749.0,rs,157898.68,IMPS,success,Food,Swiggy,AXIS,,REF05333891,Delhi,
TXN17031,21/02/23,Suresh Reddy,AC8641064590,Salary,debit,38275.0/-,rs,23940.47,pos,PENDING,Rent,BigBazaar,Union Bank,6636960224,,Pune,UPI payment
TXN14987,10/05/2024,Pooja Joshi,AC82713367695194,FD,cr,Rs.73801.0,INR ,246637.62,ONLINE,FAILED,INSURANCE,NA,BOB,70078-28197,REF23046588,Kanpur,Bill payment
TXN14135,27/05/24,Vikram Mehta,3489 8376 3895,FD,CR,47061.13,Inr,NA,ONLINE,pending,Salary,N/A,SBI,+916358751460,NA,CHENNAI,Duplicate entry
TXN11864,26/11/2023,Amit Kumar,****7156,Current,CREDIT, 4083.43 ,Inr,445193.26,branch,Failed,Medical,AMAZON,HDFC,+91-9553093731,REF03779170,Hyderabad,Test txn
TXN11081,2023/10/08,Rahul Sharma,351746564260,Current,credit, 16668.0 ,INR ,379208.87,upi,Pending,EMI,Netflix,SBI,+91-8502551344,REF86722883,Kolkata,Online purchase
TXN10230,"December 07, 2024",Ravi Chauhan,9409 6105 56,SAVINGS,debit, 212377.0 ,INR,282891.53,Mobile,REVERSED,Utilities,NA,Kotak,+91-6462251790,REF16862278,Ahmedabad,Online purchase
TXN13587,"July 25, 2024",Sunita Devi,2100385894729155,savings,dr,"102,059.00",INR,383713.45,null,Pending,EMI,Reliance Fresh,HDFC,82072-79999,REF40189892,BANGALORE,Duplicate entry
TXN10803,09 Dec 2023,Sanya Malhotra,0622 1224 27,SALARY,CR,Rs.33627.0,inr,141184.37,ONLINE,pending,EMI,Myntra,-,N/A,REF12995704,Jaipur,Bill payment
TXN13663,2023/08/06,Vikram Mehta,9478 9792 691161,CURRENT,DR, 54234.17 ,inr,68688.88,UPI,Completed,emi,Self,BOB,+91-6263575484,REF05416833,CHENNAI,Test txn
TXN12434,29 Aug 2024,Meena Iyer,210133989309,Savings,DR,Rs.77354.0,INR,216893.12,Branch,PENDING,GROCERY,N/A,Yes Bank,79904-63691,REF18386488,Bangalore,NA
TXN17141,07-02-2024,Suresh Reddy,3133749569869720,current,CR,₹117007.0,Rs,32512.54,POS,Failed,Shopping,BigBazaar,SBI,+91-8362309739,REF43269024,Nagpur,NULL
TXN12836,12/07/2024,Priya Singh,3280 3253 83,CURRENT,C,Rs.30323.0,INR ,417345.99,online,SUCCESS,emi,Ola,ICICI,+91-1737021538,REF50355996,Chennai,Test txn
TXN12841,2024/11/27,Arjun Bose,****0729,Fixed Deposit,debit,Rs.100987.0,rs,370459.3,NEFT,pending,Rent,BigBazaar,HDFC,+914359393942,REF82881565,,Bill payment
TXN12859,"February 29, 2024",Pooja Joshi,5835 2738 39688560,FD,DR,211973.88,rs,310135.09,IMPS,SUCCESS,Entertainment,,PNB,94930-78457,REF44902307,Cuttack,ATM cash
TXN17125,04-14-2024,rahul sharma,AC766410058526,Current,Credit,-,rs,179111.31,upi,Pending,emi,Zomato,Kotak,08424-17419,REF93637613,Chennai,Self transfer
TXN10121,04-15-2023,rahul sharma,8886 1015 81995604,SAVINGS,dr, 244544.0 ,Rs.,null,MOBILE,PENDING,RENT,SWIGGY,Union Bank,+91-3712406596,REF75692459,Hyderabad,Bill payment
TXN11868,"January 14, 2024",Vikram Mehta,XXXX3001,SAVINGS,CREDIT, 157305.0 ,INR,421609.05,MOBILE,failed,,N/A,NA,64549-76834,REF75256048,Bangalore,Loan EMI
TXN17368,16 Aug 2023,Sanya Malhotra,NULL,Savings,D, 53791.0 ,inr,319618.75,POS,Failed,Transfer,UBER,AXIS,+910314421303,REF89401216,DELHI,
TXN15390,"January 05, 2024",Vikram Mehta,XXXX7263,Savings,credit,Rs.121310.25,Rs.,210282.12,upi,Failed,Transfer,N/A,SBI,+91-6262376296,REF81742441,Surat,
TXN11043,"September 06, 2023",Meena Iyer,****2209,Current,credit,"150,945.91",Rs,499147.45,-,success,TRANSFER,DMart,Yes Bank,4277392385,-,Hyderabad,Bill payment
TXN15437,2023/01/03,Ravi Chauhan,XXXX2545,Current,DEBIT,₹189351.35,Inr,471116.84,ONLINE,SUCCESS,OTHERS,Reliance Fresh,PNB,+91-9208818467,REF98598410,Lucknow,
TXN11682,02-19-2023,Sunita Devi,XXXX3660,FD,DEBIT,INR 227653.0,NULL,464970.05,IMPS,PENDING,Shopping,Ola,Union Bank,+91-5545903481,REF35110269,Pune,Online purchase
TXN16004,"January 30, 2024",Meena Iyer,9102744065033375,Current,DEBIT,Rs.197686.27,Rs.,196658.95,Branch,Pending,Transfer,NA,PNB,N/A,REF77337922,Bangalore,Self transfer
TXN11928,"October 08, 2023",Deepak Nair,AC1577466219,Fixed Deposit,DR,₹31348.0,INR ,211533.52,BRANCH,Success,TRANSFER,N/A,Yes Bank,+916015413827,REF86883392,Lucknow,Duplicate entry
TXN11351,20 Jul 2023,Anjali Rao,51924741117367,Fixed Deposit,Credit,Rs.163251.36,INR ,146540.16,branch,Success,RENT,-,ICICI,24828-73210,REF83127365,Kolkata,Bill payment
TXN17917,2023/08/14,Anjali Rao,****2859,SALARY,DEBIT,192449.22,Rs,185419.36,upi,Reversed,Salary,Swiggy,AXIS,04992628383,REF19082890,Bangalore,Refund
TXN12586,2024/06/09,rahul sharma,XXXX1075,FD,credit,241365.0/-,NULL,168826.94,online,success,TRANSFER,Netflix,Yes Bank,05030795825,REF77239677,null,UPI payment
TXN12522,20 Dec 2023,Suresh Reddy,7125 4458 479519,FD,,246591.0,INR,465492.68,IMPS,Completed,Transfer,Ola,Kotak,+919739076667,REF44203157,N/A,NULL
TXN17103,06-30-2024,rahul sharma,1015 1106 100819,Savings,DEBIT,"192,349.00",inr,320887.71,POS,failed,SALARY,Uber,AXIS,2142225140,REF80297857,BANGALORE,UPI payment
TXN14824,20 Apr 2024,Kavita Verma,****5737,SALARY,debit,192029.0,inr,236867.74,Mobile,Failed,Salary,NA,Union Bank,+917113320428,REF96633266,PUNE,Loan EMI
TXN13630,27 Jan 2024,RAJESH PATEL,****3541,SAVINGS,cr,"99,003.44",Rs,402407.23,Mobile,Completed,,Netflix,HDFC,0259047547,REF71359518,Jaipur,
TXN15778,18-06-2024,Priya Singh,XXXX4423,SAVINGS,Debit,42612.0,rs,66408.91,ONLINE,SUCCESS,null,SELF,Kotak,30031-57910,REF61824366,Kolkata,NA
TXN12953,20 Apr 2024,Deepak Nair,1891928344,Salary,CREDIT,221733,Inr,320358.12,POS,pending,INSURANCE,BigBazaar,BOB,92876-75675,REF66881453,Bangalore,Self transfer
txn17540,2023/07/08,Arjun Bose,AC56380151667316,SAVINGS,Debit,Rs.20581.0,rs,304603.73,ATM,Reversed,Shopping,Flipkart,SBI,+915706210453,REF95246876,PUNE,
TXN17584,2023/12/10,Anjali Rao,06754698682318,savings,DEBIT,INR 23740.0,Inr,195483.78,ONLINE,PENDING,MEDICAL,N/A,ICICI,+91-4422500864,null,Kolkata,UPI payment
